@relation 'TAJO'

@attribute numberOfLines numeric
@attribute numberOfAuthors numeric
@attribute age numeric
@attribute weightAge numeric
@attribute numberOfCommits numeric
@attribute changeSetSize numeric
@attribute avgChangeSetSize numeric
@attribute maxChangeSetSize numeric
@attribute addedLines numeric
@attribute avgAddedLines numeric
@attribute maxAddedLines numeric
@attribute changedLines numeric
@attribute avgChangedLines numeric
@attribute maxChangedLines numeric
@attribute churn numeric
@attribute avgChurn numeric
@attribute maxChurn numeric
@attribute numberOfBugs numeric
@attribute buggy {NO,YES}

@data
171,1,0,1,1,9,9,9,0,0,0,21,21,21,-21,-21,0,1,NO
535,1,1,1,2,258,129,130,13,6,7,24,12,13,2,1,1,1,NO
1237,1,1,2,30,150,5,16,115,3,18,317,10,76,-87,-2,1,5,NO
412,35,0,1,12,204,17,17,0,0,0,48,4,4,-48,-4,0,1,NO
118,30,30,1,60,684,11,32,336,5,19,828,13,30,-156,-2,9,5,NO
393,30,30,1,12,1128,94,94,60,5,5,120,10,10,0,0,0,1,NO
218,1,1,1,10,580,58,58,40,4,4,70,7,7,10,1,1,1,NO
184,1,1,1,10,10,1,1,20,2,2,20,2,2,20,2,2,1,NO
158,43,0,1,17,306,18,18,0,0,0,595,35,35,-595,-35,0,1,NO
264,1,1,1,4,28,7,7,4,1,1,24,6,6,-16,-4,0,1,NO
185,1,1,1,8,32,4,4,1480,185,185,1480,185,185,1480,185,185,1,NO
127,35,35,1,34,425,12,20,51,1,2,102,3,4,0,0,0,2,NO
192,0,0,1,22,110,5,6,1694,77,79,1771,80,83,1617,73,75,2,YES
153,43,43,3,69,1267,18,32,309,4,8,462,6,14,156,2,8,6,YES
411,19,19,2,48,1644,34,94,1824,38,86,3192,66,154,456,9,18,4,NO
942,1,1,4,128,561,4,10,3745,29,118,3877,30,130,3613,28,106,12,YES
1063,1,1,1,6,306,51,130,478,79,114,584,97,135,372,62,93,2,YES
120,32,32,2,46,954,20,33,381,8,18,711,15,31,51,1,5,3,NO
137,1,1,2,3,272,90,130,5,1,2,8,2,3,2,0,1,2,NO
700,43,43,2,142,3184,22,94,2456,17,66,6317,44,142,-1405,-9,45,11,YES
161,70,70,3,68,1785,26,45,187,2,5,340,5,10,34,0,2,4,YES
60,7,7,1,12,108,9,9,720,60,60,720,60,60,720,60,60,1,NO
304,1,1,1,10,50,5,5,570,57,57,700,70,70,440,44,44,1,YES
620,70,70,1,17,459,27,27,425,25,25,850,50,50,0,0,0,1,YES
414,70,70,1,51,1598,31,52,408,8,16,476,9,17,340,6,15,3,YES
51,65,65,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,YES
122,43,43,1,36,1548,43,94,48,1,2,96,2,4,0,0,0,3,YES
182,1,0,1,5,145,29,29,0,0,0,5,1,1,-5,-1,0,1,NO
136,70,70,1,17,459,27,27,85,5,5,187,11,11,-17,-1,0,1,YES
1257,43,43,1,17,187,11,11,17,1,1,34,2,2,0,0,0,1,NO
89,1,1,1,11,176,16,16,11,1,1,22,2,2,0,0,0,1,YES
60,29,29,1,9,9,1,1,9,1,1,18,2,2,0,0,0,1,NO
60,21,21,1,12,216,18,18,132,11,11,144,12,12,120,10,10,1,NO
418,1,1,1,2,258,129,130,11,5,6,20,10,11,2,1,1,1,NO
141,70,70,2,34,1989,58,65,102,3,3,306,9,10,-102,-3,0,2,YES
354,1,1,1,2,258,129,130,9,4,5,16,8,9,2,1,1,1,NO
58,70,70,1,17,1105,65,65,68,4,4,204,12,12,-68,-4,0,1,YES
103,1,1,1,12,144,12,12,48,4,4,48,4,4,48,4,4,1,YES
204,1,1,2,4,137,34,128,16,4,5,16,4,5,16,4,5,2,NO
81,1,1,1,10,370,37,37,50,5,5,100,10,10,0,0,0,1,NO
315,1,1,1,2,258,129,130,40,20,20,80,40,40,0,0,0,1,NO
33,1,1,1,2,258,129,130,2,1,1,2,1,1,2,1,1,1,NO
666,32,32,2,24,252,10,17,96,4,7,120,5,8,72,3,6,2,NO
387,6,6,2,22,99,4,7,1683,76,152,2002,91,181,1364,62,123,2,YES
311,1,1,1,8,8,1,1,8,1,1,16,2,2,0,0,0,1,NO
109,70,70,1,17,459,27,27,102,6,6,153,9,9,51,3,3,1,YES
144,1,1,1,12,144,12,12,12,1,1,24,2,2,0,0,0,1,YES
946,13,13,1,12,1128,94,94,300,25,25,624,52,52,-24,-2,0,1,NO
72,1,1,1,8,72,9,9,8,1,1,16,2,2,0,0,0,1,NO
34,20,20,1,12,204,17,17,408,34,34,408,34,34,408,34,34,1,NO
151,1,1,1,10,230,23,23,10,1,1,20,2,2,0,0,0,1,NO
827,70,70,2,85,3451,40,65,3230,38,69,5508,64,131,952,11,43,5,YES
196,35,35,2,29,453,15,21,147,5,8,198,6,8,96,3,8,2,NO
92,70,70,1,17,884,52,52,17,1,1,68,4,4,-34,-2,0,1,YES
234,35,35,1,17,340,20,20,34,2,2,68,4,4,0,0,0,1,NO
203,13,13,1,12,1128,94,94,24,2,2,48,4,4,0,0,0,1,NO
212,35,35,1,70,824,11,21,412,5,15,760,10,24,64,0,7,4,YES
167,26,26,2,48,600,12,27,228,4,11,540,11,29,-84,-1,2,4,YES
77,1,1,2,5,329,65,130,237,47,79,243,48,79,231,46,79,2,NO
175,43,43,2,29,1162,40,94,29,1,1,58,2,2,0,0,0,2,NO
211,43,43,1,29,1315,45,94,29,1,1,75,2,3,-17,0,0,2,NO
74,1,1,2,12,838,69,130,155,12,14,182,15,22,128,10,13,2,NO
86,1,1,1,8,16,2,2,168,21,21,168,21,21,168,21,21,1,NO
193,13,13,1,12,1128,94,94,36,3,3,72,6,6,0,0,0,1,NO
94,70,70,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,YES
717,1,1,2,18,78,4,5,182,10,15,248,13,20,116,6,10,3,YES
93,13,13,1,12,1128,94,94,12,1,1,24,2,2,0,0,0,1,NO
76,43,0,1,12,24,2,2,0,0,0,36,3,3,-36,-3,0,1,NO
131,30,30,2,113,1281,11,32,1664,14,87,1842,16,87,1486,13,87,9,YES
712,1,1,2,45,255,5,10,6822,151,552,8221,182,612,5423,120,492,4,YES
324,1,1,2,15,611,40,130,169,11,20,340,22,40,-2,0,0,3,NO
377,3,3,1,12,168,14,14,108,9,9,180,15,15,36,3,3,1,YES
241,1,1,1,8,44,5,6,92,11,16,180,22,32,4,0,1,2,NO
245,1,1,1,2,258,129,130,2,1,1,4,2,2,0,0,0,1,NO
28,35,35,1,17,340,20,20,17,1,1,17,1,1,17,1,1,1,NO
253,1,1,3,20,560,28,130,30,1,2,66,3,5,-6,0,1,3,NO
339,1,1,1,22,275,12,16,528,24,38,627,28,44,429,19,32,2,YES
469,1,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,NO
247,43,43,2,29,1485,51,94,92,3,4,184,6,8,0,0,0,2,NO
506,1,1,3,13,415,31,130,117,9,18,124,9,18,110,8,18,3,NO
125,29,29,1,24,1512,63,94,36,1,2,72,3,4,0,0,0,2,NO
719,1,1,3,54,375,6,10,802,14,26,1483,27,54,121,2,14,5,YES
427,70,70,2,51,1734,34,65,544,10,14,1190,23,33,-102,-2,9,3,YES
90,70,70,2,51,2108,41,52,289,5,13,1377,27,75,-799,-15,1,3,YES
229,1,1,1,2,258,129,130,2,1,1,4,2,2,0,0,0,1,NO
813,1,1,1,5,49,9,12,1237,247,310,1738,347,435,736,147,185,1,YES
437,17,17,1,11,11,1,1,11,1,1,22,2,2,0,0,0,1,YES
1193,1,1,5,53,534,10,130,2904,54,134,3228,60,134,2580,48,134,12,YES
110,43,43,1,12,1128,94,94,24,2,2,60,5,5,-12,-1,0,1,NO
117,29,29,2,36,1392,38,94,120,3,5,324,9,17,-84,-2,0,3,YES
82,1,1,2,18,288,16,26,68,3,6,238,13,26,-102,-5,1,2,NO
674,70,70,1,34,697,20,31,799,23,44,1088,32,58,510,15,30,2,YES
111,1,1,1,11,55,5,5,22,2,2,33,3,3,11,1,1,1,YES
319,43,43,2,58,1093,18,32,703,12,50,966,16,60,440,7,40,5,YES
216,1,1,1,2,258,129,130,5,2,3,16,8,9,-6,-3,0,1,NO
148,70,0,1,17,170,10,10,0,0,0,17,1,1,-17,-1,0,1,NO
66,1,1,1,10,370,37,37,40,4,4,80,8,8,0,0,0,1,NO
296,70,70,1,34,714,21,31,493,14,20,544,16,22,442,13,18,2,YES
74,1,1,2,22,99,4,7,66,3,5,99,4,7,33,1,3,2,YES
148,1,1,1,8,208,26,26,88,11,11,288,36,36,-112,-14,0,1,NO
517,43,43,1,29,308,10,20,29,1,1,58,2,2,0,0,0,2,NO
156,43,43,1,41,1758,42,94,930,22,69,2061,50,154,-201,-4,3,3,YES
66,43,43,1,12,156,13,13,12,1,1,12,1,1,12,1,1,1,NO
242,29,29,1,12,240,20,20,12,1,1,24,2,2,0,0,0,1,NO
101,34,34,1,41,930,22,32,226,5,13,644,15,32,-192,-4,0,3,YES
480,1,1,1,14,314,22,130,170,12,36,344,24,73,-4,0,0,4,NO
306,70,70,1,17,136,8,8,510,30,30,561,33,33,459,27,27,1,NO
209,1,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,NO
41,1,1,1,3,71,23,24,60,20,20,75,25,25,45,15,15,1,NO
226,70,70,2,51,2754,54,65,493,9,23,816,16,38,170,3,8,3,YES
135,29,29,3,69,1745,25,94,247,3,27,402,5,38,92,1,16,7,YES
123,14,14,2,45,1282,28,94,310,6,17,378,8,18,242,5,16,4,YES
1153,1,1,2,10,282,28,130,28,2,6,44,4,10,12,1,2,2,NO
124,12,12,1,12,96,8,8,1488,124,124,1488,124,124,1488,124,124,1,NO
183,1,1,1,2,100,50,50,2,1,1,4,2,2,0,0,0,1,NO
76,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,NO
305,1,1,1,2,100,50,50,20,10,10,68,34,34,-28,-14,0,1,NO
845,70,70,1,34,697,20,31,51,1,2,102,3,4,0,0,0,2,YES
467,1,1,1,33,165,5,10,396,12,17,594,18,27,198,6,12,3,YES
256,1,1,2,21,447,21,37,64,3,4,95,4,5,33,1,3,2,YES
87,1,1,1,10,370,37,37,50,5,5,100,10,10,0,0,0,1,NO
64,43,43,1,29,1689,58,94,24,0,2,218,7,10,-170,-5,0,2,NO
261,70,70,1,17,459,27,27,34,2,2,51,3,3,17,1,1,1,YES
371,19,19,1,36,1392,38,94,156,4,7,264,7,10,48,1,6,3,NO
907,1,1,4,54,667,12,37,496,9,32,840,15,49,152,2,15,5,YES
139,43,43,1,12,384,32,32,60,5,5,72,6,6,48,4,4,1,NO
157,1,1,1,10,80,8,8,40,4,4,50,5,5,30,3,3,1,NO
157,70,70,2,34,493,14,27,119,3,4,187,5,6,51,1,2,2,YES
103,1,1,2,21,274,13,23,266,12,20,391,18,27,141,6,13,2,YES
247,1,1,3,62,526,8,26,562,9,45,872,14,70,252,4,20,7,NO
71,1,1,1,9,119,13,15,162,18,18,252,28,28,72,8,8,1,NO
139,1,1,1,2,100,50,50,4,2,2,6,3,3,2,1,1,1,NO
232,1,1,3,11,299,27,130,53,4,7,223,20,25,-117,-10,5,3,NO
337,1,1,3,28,195,6,15,172,6,19,192,6,19,152,5,19,3,NO
58,65,65,1,17,1105,65,65,51,3,3,102,6,6,0,0,0,1,YES
39,43,43,1,12,216,18,18,144,12,12,216,18,18,72,6,6,1,NO
824,1,1,1,2,100,50,50,8,4,4,53,26,27,-37,-18,0,1,NO
114,20,20,1,12,216,18,18,1368,114,114,1368,114,114,1368,114,114,1,NO
190,70,70,2,34,221,6,7,68,2,3,153,4,7,-17,0,0,2,YES
300,13,13,1,12,1128,94,94,84,7,7,132,11,11,36,3,3,1,NO
55,1,1,1,21,85,4,5,632,30,52,632,30,52,632,30,52,2,YES
79,70,70,1,17,1105,65,65,17,1,1,34,2,2,0,0,0,1,YES
162,1,1,1,10,80,8,8,150,15,15,220,22,22,80,8,8,1,NO
55,1,1,1,8,32,4,4,24,3,3,40,5,5,8,1,1,1,NO
716,39,39,1,152,3786,24,94,8329,54,310,14949,98,646,1709,11,48,11,YES
1215,1,1,2,19,66,3,4,229,12,21,257,13,23,201,10,19,2,NO
142,20,20,2,44,464,10,23,178,4,6,236,5,7,120,2,6,3,YES
627,13,13,2,35,667,19,27,340,9,17,644,18,30,36,1,4,3,YES
249,1,1,3,27,638,23,58,61,2,4,90,3,4,32,1,4,3,NO
97,43,43,2,21,183,8,13,39,1,3,60,2,4,18,0,2,2,NO
153,1,1,2,11,359,32,130,235,21,74,320,29,94,150,13,54,3,NO
298,70,70,1,17,527,31,31,102,6,6,119,7,7,85,5,5,1,YES
130,1,1,1,8,16,2,2,88,11,11,88,11,11,88,11,11,1,NO
167,43,43,2,24,408,17,32,108,4,5,144,6,6,72,3,4,2,YES
104,43,43,2,29,325,11,20,199,6,11,558,19,30,-160,-5,0,2,NO
46,1,1,1,10,370,37,37,50,5,5,90,9,9,10,1,1,1,NO
357,1,1,4,42,504,12,130,422,10,24,550,13,26,294,7,22,5,YES
100,1,1,1,10,370,37,37,1000,100,100,1000,100,100,1000,100,100,1,NO
376,1,1,1,4,12,3,3,16,4,4,52,13,13,-20,-5,0,1,NO
53,6,6,1,11,77,7,7,88,8,8,110,10,10,66,6,6,1,YES
136,14,14,1,12,36,3,3,84,7,7,84,7,7,84,7,7,1,NO
107,11,11,1,12,264,22,22,1284,107,107,1284,107,107,1284,107,107,1,NO
819,1,1,1,2,100,50,50,18,9,9,24,12,12,12,6,6,1,NO
207,1,1,1,16,598,37,58,25,1,2,62,3,4,-12,0,0,2,NO
110,39,39,1,12,156,13,13,36,3,3,48,4,4,24,2,2,1,NO
630,70,70,2,85,3077,36,52,4352,51,114,11662,137,362,-2958,-34,72,5,YES
368,43,43,2,24,1284,53,94,144,6,8,216,9,12,72,3,4,2,NO
628,14,14,2,60,348,5,8,252,4,7,492,8,12,12,0,6,5,YES
83,1,1,1,8,32,4,4,40,5,5,48,6,6,32,4,4,1,NO
563,70,70,2,51,2312,45,65,476,9,16,1156,22,36,-204,-4,0,3,YES
119,5,5,1,11,77,7,7,11,1,1,33,3,3,-11,-1,0,1,YES
158,1,1,2,12,838,69,130,172,14,17,228,19,20,116,9,14,2,NO
169,13,13,2,23,283,12,17,847,36,41,1015,44,47,679,29,41,2,YES
314,1,1,4,45,691,15,37,419,9,25,542,12,26,296,6,24,5,YES
85,1,1,1,11,55,5,5,22,2,2,22,2,2,22,2,2,1,YES
39,1,1,1,10,370,37,37,390,39,39,390,39,39,390,39,39,1,NO
52,65,65,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,YES
313,43,43,2,58,1093,18,32,898,15,59,1416,24,78,380,6,40,5,YES
455,70,70,1,34,1649,48,52,901,26,30,1190,35,43,612,18,19,2,YES
957,1,1,1,2,100,50,50,174,87,87,216,108,108,132,66,66,1,NO
461,1,1,2,5,329,65,130,1394,278,461,1400,280,461,1388,277,461,2,NO
45,70,70,1,17,1105,65,65,272,16,16,272,16,16,272,16,16,1,YES
142,65,65,2,51,2754,54,65,544,10,17,1547,30,63,-459,-9,1,3,YES
90,1,1,1,11,22,2,2,22,2,2,44,4,4,0,0,0,1,YES
10,63,63,1,17,442,26,26,170,10,10,170,10,10,170,10,10,1,YES
76,1,1,1,2,258,129,130,20,10,10,26,13,13,14,7,7,1,NO
48,1,1,1,10,230,23,23,70,7,7,430,43,43,-290,-29,0,1,NO
264,1,1,2,26,166,6,11,640,24,64,798,30,64,482,18,64,3,NO
747,70,70,1,17,527,31,31,17,1,1,34,2,2,0,0,0,1,YES
80,43,43,1,17,85,5,5,51,3,3,68,4,4,34,2,2,1,NO
47,1,1,1,10,230,23,23,90,9,9,520,52,52,-340,-34,0,1,NO
101,5,5,1,11,77,7,7,11,1,1,176,16,16,-154,-14,0,1,YES
24,43,43,1,17,510,30,30,17,1,1,17,1,1,17,1,1,1,NO
281,1,1,1,2,100,50,50,4,2,2,8,4,4,0,0,0,1,NO
99,1,1,2,8,276,34,130,608,76,94,610,76,94,606,75,94,2,NO
247,1,1,1,11,33,3,3,187,17,17,330,30,30,44,4,4,1,NO
226,43,43,1,12,384,32,32,1380,115,115,2796,233,233,-36,-3,0,1,NO
52,1,1,1,10,20,2,2,520,52,52,520,52,52,520,52,52,1,NO
263,1,1,1,17,226,13,26,41,2,4,98,5,10,-16,0,0,2,NO
119,1,1,1,11,88,8,8,66,6,6,77,7,7,55,5,5,1,YES
80,1,1,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,NO
193,70,70,2,51,2754,54,65,391,7,15,799,15,24,-17,0,6,3,YES
210,29,29,2,48,1944,40,94,72,1,3,144,3,4,0,0,2,4,YES
894,17,17,4,89,701,7,12,771,8,20,1136,12,26,406,4,14,8,YES
249,1,1,1,2,258,129,130,28,14,14,86,43,43,-30,-15,0,1,NO
137,43,43,3,43,843,19,50,1043,24,73,1146,26,79,940,21,67,4,NO
131,17,17,1,12,1128,94,94,12,1,1,24,2,2,0,0,0,1,NO
179,43,43,1,12,36,3,3,348,29,29,396,33,33,300,25,25,1,NO
1139,1,1,1,10,30,3,3,50,5,5,130,13,13,-30,-3,0,1,NO
238,1,0,1,5,145,29,29,0,0,0,5,1,1,-5,-1,0,1,NO
251,1,1,1,32,844,26,58,425,13,37,700,21,59,150,4,15,3,YES
228,1,1,2,14,144,10,14,232,16,26,788,56,94,-324,-23,11,4,NO
147,70,70,1,17,459,27,27,34,2,2,51,3,3,17,1,1,1,YES
346,30,30,1,12,1128,94,94,24,2,2,48,4,4,0,0,0,1,NO
104,1,1,1,10,370,37,37,1040,104,104,1040,104,104,1040,104,104,1,NO
636,1,1,2,3,260,86,130,26,8,10,46,15,20,6,2,6,2,NO
343,43,43,2,41,1806,44,94,789,19,33,917,22,37,661,16,29,3,YES
326,1,1,1,28,98,3,6,608,21,38,972,34,64,244,8,12,3,NO
372,1,1,1,33,275,8,16,187,5,7,198,6,7,176,5,7,3,YES
288,1,1,1,2,258,129,130,8,4,4,21,10,11,-5,-2,0,1,NO
322,1,1,1,1,2,2,2,8,8,8,9,9,9,7,7,7,1,NO
249,32,0,1,17,306,18,18,0,0,0,68,4,4,-68,-4,0,1,NO
205,1,1,1,13,276,21,50,294,22,26,294,22,26,294,22,26,2,YES
37,1,1,1,10,80,8,8,20,2,2,30,3,3,10,1,1,1,NO
67,1,1,1,2,258,129,130,2,1,1,4,2,2,0,0,0,1,NO
717,43,43,2,34,289,8,11,85,2,4,289,8,15,-119,-3,0,2,NO
75,1,1,1,12,24,2,2,900,75,75,900,75,75,900,75,75,1,YES
87,1,1,1,2,100,50,50,6,3,3,12,6,6,0,0,0,1,NO
320,1,1,1,4,48,12,12,60,15,15,60,15,15,60,15,15,1,YES
52,65,65,1,17,1105,65,65,34,2,2,68,4,4,0,0,0,1,YES
260,43,43,1,17,510,30,30,408,24,24,612,36,36,204,12,12,1,NO
467,1,1,1,2,258,129,130,14,7,7,25,12,13,3,1,2,1,NO
120,43,0,1,17,306,18,18,0,0,0,68,4,4,-68,-4,0,1,NO
200,43,43,2,24,1296,54,94,48,2,3,108,4,7,-12,0,0,2,YES
137,70,70,1,17,884,52,52,17,1,1,68,4,4,-34,-2,0,1,YES
144,1,1,1,10,270,27,27,10,1,1,30,3,3,-10,-1,0,1,NO
210,1,1,1,11,55,5,5,1364,124,124,1441,131,131,1287,117,117,1,YES
60,1,1,1,8,72,9,9,24,3,3,56,7,7,-8,-1,0,1,NO
119,20,20,2,14,330,23,130,96,6,8,104,7,8,88,6,8,2,NO
344,1,1,1,4,32,8,8,12,3,3,20,5,5,4,1,1,1,NO
587,1,1,3,32,468,14,130,268,8,24,438,13,25,98,3,23,5,NO
657,17,17,2,35,486,13,27,59,1,2,130,3,5,-12,0,0,3,YES
237,29,29,2,29,87,3,3,646,22,51,704,24,53,588,20,49,2,NO
324,43,43,4,130,2832,21,94,1627,12,43,2451,18,65,803,6,21,10,YES
85,1,1,1,3,48,16,16,6,2,2,9,3,3,3,1,1,1,NO
296,1,1,1,22,176,8,10,209,9,15,264,12,19,154,7,11,2,YES
913,1,1,3,142,923,6,23,2720,19,59,3724,26,91,1716,12,39,13,YES
46,43,43,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,NO
76,1,1,1,10,230,23,23,760,76,76,760,76,76,760,76,76,1,NO
167,1,1,1,2,100,50,50,4,2,2,12,6,6,-4,-2,0,1,NO
202,1,1,1,8,64,8,13,28,3,6,72,9,15,-16,-2,0,2,NO
122,1,1,3,21,781,37,58,203,9,19,254,12,22,152,7,16,4,NO
285,1,1,1,16,224,14,26,424,26,49,744,46,86,104,6,12,2,NO
151,1,1,1,9,119,13,15,125,13,14,250,27,28,0,0,0,1,NO
55,7,7,1,12,108,9,9,660,55,55,660,55,55,660,55,55,1,NO
149,5,0,1,11,77,7,7,0,0,0,44,4,4,-44,-4,0,1,YES
296,1,1,1,2,258,129,130,6,3,3,10,5,5,2,1,1,1,NO
156,43,43,1,29,1434,49,94,291,10,20,582,20,40,0,0,0,2,NO
165,1,1,1,5,145,29,29,5,1,1,10,2,2,0,0,0,1,NO
239,28,28,1,24,1608,67,94,708,29,51,1032,43,70,384,16,32,2,NO
72,29,29,2,53,669,12,21,804,15,63,881,16,65,727,13,61,4,YES
107,37,37,1,17,17,1,1,68,4,4,102,6,6,34,2,2,1,NO
48,1,1,1,10,230,23,23,10,1,1,320,32,32,-300,-30,0,1,NO
136,1,1,1,16,252,15,26,940,58,97,1124,70,97,756,47,97,3,NO
312,70,70,1,68,2023,29,52,51,0,1,289,4,6,-187,-2,0,4,YES
63,70,70,1,17,765,45,45,323,19,19,323,19,19,323,19,19,1,YES
206,32,32,1,17,510,30,30,102,6,6,136,8,8,68,4,4,1,NO
202,1,1,1,10,20,2,2,150,15,15,160,16,16,140,14,14,1,NO
66,1,1,1,4,12,3,3,20,5,5,84,21,21,-44,-11,0,1,NO
27,43,0,1,12,204,17,17,0,0,0,12,1,1,-12,-1,0,1,NO
211,70,70,1,17,1105,65,65,323,19,19,544,32,32,102,6,6,1,YES
427,70,70,1,17,187,11,11,34,2,2,51,3,3,17,1,1,1,YES
130,65,65,1,17,1105,65,65,17,1,1,34,2,2,0,0,0,1,YES
238,1,1,1,10,100,10,10,20,2,2,30,3,3,10,1,1,1,NO
263,1,1,1,10,370,37,37,2630,263,263,2630,263,263,2630,263,263,1,NO
174,43,43,1,12,156,13,13,132,11,11,180,15,15,84,7,7,1,NO
222,43,43,3,36,1344,37,94,444,12,22,636,17,26,252,7,18,3,YES
48,1,1,1,10,230,23,23,60,6,6,460,46,46,-340,-34,0,1,NO
123,1,1,4,20,312,15,130,132,6,16,186,9,21,78,3,16,4,NO
265,1,1,1,1,130,130,130,6,6,6,7,7,7,5,5,5,1,NO
96,1,1,1,2,100,50,50,6,3,3,12,6,6,0,0,0,1,NO
50,70,70,1,17,442,26,26,17,1,1,34,2,2,0,0,0,1,YES
67,43,43,1,17,357,21,21,51,3,3,102,6,6,0,0,0,1,NO
290,1,1,2,33,218,6,16,332,10,43,371,11,51,293,8,41,4,YES
310,1,1,1,10,580,58,58,30,3,3,30,3,3,30,3,3,1,NO
225,1,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,NO
177,1,1,2,18,82,4,5,118,6,11,156,8,14,80,4,8,2,YES
218,1,1,3,23,231,10,29,82,3,8,149,6,13,15,0,3,4,NO
565,1,1,3,15,254,16,29,327,21,53,1071,71,138,-417,-27,44,4,NO
321,1,1,1,11,55,5,5,187,17,17,187,17,17,187,17,17,1,YES
721,43,43,2,34,918,27,33,51,1,2,102,3,4,0,0,0,2,NO
40,1,1,1,11,66,6,6,440,40,40,440,40,40,440,40,40,1,YES
592,70,70,2,68,1020,15,31,2907,42,108,3179,46,117,2635,38,99,4,YES
181,43,43,1,12,324,27,27,36,3,3,72,6,6,0,0,0,1,YES
405,43,43,1,51,765,15,21,306,6,8,561,11,17,51,1,4,3,NO
70,1,1,1,8,24,3,3,56,7,7,56,7,7,56,7,7,1,NO
101,1,1,1,9,119,13,15,162,18,18,171,19,19,153,17,17,1,NO
75,1,1,1,10,270,27,27,20,2,2,50,5,5,-10,-1,0,1,NO
191,29,29,2,24,60,2,4,180,7,12,192,8,13,168,7,11,2,YES
42,1,0,1,10,30,3,3,0,0,0,10,1,1,-10,-1,0,1,NO
94,1,1,1,4,24,6,6,4,1,1,8,2,2,0,0,0,1,NO
208,43,43,1,17,170,10,10,272,16,16,476,28,28,68,4,4,1,NO
242,1,1,2,7,38,5,8,20,2,20,53,7,23,-13,-1,17,2,NO
399,21,21,1,12,48,4,4,216,18,18,324,27,27,108,9,9,1,YES
87,17,17,2,24,144,6,8,36,1,2,84,3,4,-12,0,0,2,YES
57,1,1,1,3,71,23,24,171,57,57,171,57,57,171,57,57,1,NO
312,1,1,2,11,141,12,50,33,3,12,113,10,28,-47,-4,0,3,NO
162,43,43,1,12,156,13,13,60,5,5,96,8,8,24,2,2,1,NO
118,1,1,1,9,27,3,3,144,16,16,162,18,18,126,14,14,1,NO
77,43,43,1,17,68,4,4,68,4,4,68,4,4,68,4,4,1,NO
29,43,43,2,21,21,1,1,61,2,5,112,5,9,10,0,1,2,YES
532,43,43,2,92,1672,18,33,1841,20,71,2806,30,98,876,9,44,6,NO
219,28,28,1,12,96,8,8,144,12,12,144,12,12,144,12,12,1,YES
73,1,1,1,11,44,4,4,11,1,1,22,2,2,0,0,0,1,NO
43,1,1,1,10,370,37,37,40,4,4,80,8,8,0,0,0,1,NO
268,1,1,2,10,282,28,130,48,4,16,124,12,46,-28,-2,0,2,NO
150,1,1,1,1,14,14,14,10,10,10,12,12,12,8,8,8,1,NO
54,1,1,1,10,230,23,23,100,10,10,120,12,12,80,8,8,1,NO
64,70,70,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,YES
62,70,70,2,34,1547,45,65,85,2,5,527,15,21,-357,-10,0,2,YES
200,1,1,1,2,258,129,130,7,3,4,11,5,6,3,1,2,1,NO
406,1,0,1,10,30,3,3,0,0,0,70,7,7,-70,-7,0,1,NO
656,37,37,1,164,3018,18,40,4679,28,244,7261,44,359,2097,12,129,12,YES
54,1,1,1,11,176,16,16,44,4,4,154,14,14,-66,-6,0,1,YES
125,43,43,1,12,1128,94,94,24,2,2,48,4,4,0,0,0,1,NO
604,1,1,4,100,435,4,16,4890,48,110,5294,52,118,4486,44,102,9,YES
63,1,1,1,10,80,8,8,630,63,63,630,63,63,630,63,63,1,NO
61,70,70,1,17,1105,65,65,85,5,5,238,14,14,-68,-4,0,1,YES
61,7,7,1,12,108,9,9,732,61,61,732,61,61,732,61,61,1,NO
67,43,43,1,17,510,30,30,102,6,6,119,7,7,85,5,5,1,NO
338,1,1,3,72,308,4,11,872,12,38,1376,19,52,368,5,32,8,NO
48,1,1,1,10,230,23,23,60,6,6,420,42,42,-300,-30,0,1,NO
41,43,43,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,NO
150,70,70,1,17,442,26,26,34,2,2,68,4,4,0,0,0,1,YES
113,43,43,1,34,561,16,30,306,9,13,765,22,38,-153,-4,3,2,NO
311,43,43,2,58,1093,18,32,852,14,58,1336,23,76,368,6,40,5,YES
466,1,1,1,2,258,129,130,70,35,35,179,89,91,-39,-19,0,1,NO
557,1,1,1,3,71,23,24,744,248,248,1197,399,399,291,97,97,1,NO
125,13,13,1,34,1370,40,94,259,7,15,386,11,17,132,3,13,3,YES
66,43,43,2,21,83,3,5,83,3,5,93,4,6,73,3,4,2,YES
478,1,1,1,10,20,2,2,120,12,12,190,19,19,50,5,5,1,NO
214,1,1,1,3,9,3,3,42,14,14,84,28,28,0,0,0,1,NO
633,70,70,2,34,1989,58,65,1734,51,89,3519,103,190,-51,-1,9,2,YES
