@relation 'TAJO'

@attribute release numeric
@attribute fileName string
@attribute numberOfLines numeric
@attribute numberOfAuthors numeric
@attribute age numeric
@attribute weightAge numeric
@attribute numberOfCommits numeric
@attribute changeSetSize numeric
@attribute avgChangeSetSize numeric
@attribute maxChangeSetSize numeric
@attribute addedLines numeric
@attribute avgAddedLines numeric
@attribute maxAddedLines numeric
@attribute changedLines numeric
@attribute avgChangedLines numeric
@attribute maxChangedLines numeric
@attribute churn numeric
@attribute avgChurn numeric
@attribute maxChurn numeric
@attribute numberOfBugs numeric
@attribute buggy {NO,YES}

@data
7,tajo-storage/tajo-storage-hbase/src/main/java/org/apache/tajo/storage/hbase/HBaseTablespace.java,1111,46,46,3,13,129,9,14,83,6,21,867,66,83,-701,-53,1,3,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/planner/physical/TestLeftOuterHashJoinExec.java,452,131,131,1,12,1128,94,94,72,6,6,144,12,12,0,0,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/util/GeoIPUtil.java,46,108,108,1,12,108,9,9,24,2,2,48,4,4,0,0,0,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/query/TestInSubquery.java,175,33,33,1,2,100,50,50,20,10,10,30,15,15,10,5,5,1,NO
7,tajo-core/tajo-core-storage/src/test/java/tajo/storage/index/TestBSTIndex.java,1228,171,171,2,85,3077,36,52,1360,16,36,2601,30,69,119,1,3,5,NO
7,tajo-storage/src/test/java/org/apache/tajo/HttpFileServerHandler.java,184,72,72,1,10,50,5,5,1840,184,184,1840,184,184,1840,184,184,1,NO
7,tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestIndexDesc.java,112,144,144,1,4,52,13,13,8,2,2,16,4,4,0,0,0,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/planner/physical/TestHashSemiJoinExec.java,208,135,135,1,29,1689,58,94,99,3,4,181,6,8,17,0,1,2,NO
7,tajo-common/src/main/java/org/apache/tajo/util/ClassUtil.java,211,77,77,1,1,1,1,1,5,5,5,7,7,7,3,3,3,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/rewrite/ProjectionPushDownRule.java,1061,102,102,1,66,319,4,9,1375,20,87,1793,27,108,957,14,66,6,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/master/TaskRunnerLauncherImpl.java,507,171,171,2,119,3383,28,52,374,3,6,629,5,9,119,1,6,7,NO
7,tajo-storage/tajo-storage-hdfs/src/test/java/org/apache/tajo/storage/avro/TestAvroUtil.java,108,68,68,1,2,258,129,130,12,6,6,19,9,10,5,2,3,1,NO
7,tajo-client/src/main/java/org/apache/tajo/jdbc/WaitingResultSet.java,72,41,41,2,10,306,30,130,10,1,1,22,2,3,-2,0,0,2,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/PhysicalPlanner.java,35,171,171,1,17,1105,65,65,51,3,3,204,12,12,-102,-6,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/InsertRowsExec.java,107,41,41,1,2,258,129,130,2,1,1,4,2,2,0,0,0,1,NO
7,tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/store/TestXMLCatalogSchemaManager.java,496,73,73,2,18,246,13,23,78,4,7,148,8,14,8,0,1,2,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/cli/tsql/TestTajoCliNegatives.java,137,33,33,2,16,64,4,6,16,1,1,32,2,2,0,0,0,2,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/query/QueryUnitRequest.java,51,102,102,1,10,80,8,8,20,2,2,30,3,3,10,1,1,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/logical/TableSubQueryNode.java,180,102,0,1,11,176,16,16,0,0,0,11,1,1,-11,-1,0,1,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/CatalogUtil.java,545,144,144,6,76,2035,26,130,2514,33,122,2916,38,125,2112,27,119,10,NO
7,tajo-common/src/test/java/org/apache/tajo/datum/TestBoolDatum.java,96,144,144,2,24,420,17,32,744,31,60,1320,55,106,168,7,14,2,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/eval/TestEvalTreeUtil.java,374,33,33,2,10,306,30,130,21,2,3,40,4,5,2,0,1,2,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/master/GlobalEngine.java,338,171,171,2,51,731,14,31,170,3,6,255,5,6,85,1,6,3,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/cli/tools/TestDDLBuilder.java,141,33,33,1,2,258,129,130,16,8,8,20,10,10,12,6,6,1,NO
7,tajo-storage/src/main/java/org/apache/tajo/storage/MemoryUtil.java,163,113,113,1,12,324,27,27,24,2,2,24,2,2,24,2,2,1,NO
7,tajo-storage/tajo-storage-pgsql/src/test/java/org/apache/tajo/storage/pgsql/PgSQLTestServer.java,211,29,29,1,2,100,50,50,2,1,1,4,2,2,0,0,0,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/physical/TestSortExec.java,178,33,33,1,2,258,129,130,4,2,2,14,7,7,-6,-3,0,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/jdbc/TestResultSet.java,125,124,124,1,24,1272,53,94,84,3,6,144,6,9,24,1,3,2,NO
7,tajo-catalog/tajo-catalog-common/src/test/java/org/apache/tajo/catalog/TestTableMeta.java,129,144,144,2,11,276,25,130,260,23,27,273,24,27,247,22,27,2,NO
7,tajo-rpc/src/main/java/org/apache/tajo/rpc/RpcConnectionPool.java,198,127,127,2,22,121,5,10,198,9,12,264,12,16,132,6,8,2,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/TajoMaster.java,646,144,144,2,53,179,3,7,298,5,14,535,10,23,61,1,5,4,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/RelationNode.java,48,133,133,1,24,228,9,11,48,2,2,48,2,2,48,2,2,2,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/query/TestCaseByCases.java,66,120,120,1,60,312,5,8,1272,21,66,1272,21,66,1272,21,66,5,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/function/geoip/GeoIPCountryText.java,56,108,108,1,12,108,9,9,672,56,56,672,56,56,672,56,56,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/querymaster/QueryUnitAttempt.java,383,138,138,1,48,216,4,12,120,2,7,276,5,11,-36,0,3,4,NO
7,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/parquet/TajoWriteSupport.java,153,68,68,1,6,24,4,4,18,3,3,36,6,6,0,0,0,1,YES
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/NamedExprsManager.java,369,102,102,1,11,22,2,2,11,1,1,22,2,2,0,0,0,1,NO
7,tajo-common/src/main/java/org/apache/tajo/tuple/memory/UnSafeTupleBytesComparator.java,87,31,31,1,2,4,2,2,40,20,20,104,52,52,-24,-12,0,1,NO
7,tajo-client/src/main/java/org/apache/tajo/client/QueryClientImpl.java,628,75,75,3,48,1144,23,130,419,8,20,816,17,50,22,0,6,6,YES
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/function/InCountry.java,43,144,144,1,12,384,32,32,24,2,2,36,3,3,12,1,1,1,NO
7,tajo-algebra/src/main/java/org/apache/tajo/algebra/TablePrimarySubQuery.java,62,130,130,1,12,156,13,13,12,1,1,24,2,2,0,0,0,1,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/tajo/catalog/Options.java,185,171,171,1,17,527,31,31,34,2,2,85,5,5,-17,-1,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/worker/TajoResourceAllocator.java,376,102,102,3,30,703,23,37,559,18,50,1193,39,101,-75,-2,0,4,YES
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/TableMeta.java,138,144,144,2,38,288,7,14,87,2,4,197,5,7,-23,0,2,3,NO
7,tajo-common/src/main/java/org/apache/tajo/util/datetime/TimeMeta.java,213,98,98,1,2,258,129,130,40,20,20,40,20,20,40,20,20,1,NO
7,tajo-plan/src/main/java/org/apache/tajo/plan/verifier/LogicalPlanVerifier.java,280,75,75,1,8,32,4,4,120,15,15,128,16,16,112,14,14,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/GroupbyNode.java,203,144,144,1,82,2811,34,94,622,7,24,975,11,34,269,3,14,6,NO
7,tajo-core/src/test/java/org/apache/tajo/master/querymaster/TestKillQuery.java,108,81,81,1,11,44,4,4,1188,108,108,1188,108,108,1188,108,108,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/LogicalNode.java,123,144,144,1,12,60,5,5,48,4,4,48,4,4,48,4,4,1,NO
7,tajo-common/src/main/java/org/apache/tajo/service/BaseServiceTracker.java,126,62,62,1,9,119,13,15,270,30,30,279,31,31,261,29,29,1,YES
7,tajo-catalog/tajo-catalog-common/src/main/java/tajo/catalog/statistics/StatisticsUtil.java,105,171,171,1,17,459,27,27,272,16,16,340,20,20,204,12,12,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/JoinTupleComparator.java,96,102,102,1,11,110,10,10,121,11,11,143,13,13,99,9,9,1,NO
7,tajo-client/src/main/java/org/apache/tajo/client/QueryClient.java,118,75,75,1,20,640,32,58,20,1,2,40,2,2,0,0,2,2,NO
7,tajo-catalog/tajo-catalog-drivers/tajo-hcatalog/src/main/java/org/apache/tajo/catalog/store/HCatalogStoreClientPool.java,164,117,117,2,57,348,6,14,783,13,16,1224,21,32,342,6,12,4,NO
7,tajo-storage/tajo-storage-hdfs/src/test/java/org/apache/tajo/storage/TestMergeScanner.java,203,68,68,2,12,528,44,130,13,1,2,31,2,6,-5,0,0,2,YES
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/ProjectionExec.java,67,171,171,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/benchmark/TPCH.java,200,144,144,2,24,204,8,14,120,5,8,144,6,8,96,4,8,2,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/TestJoinOrderAlgorithm.java,191,33,33,1,2,258,129,130,6,3,3,10,5,5,2,1,1,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/UniformRangePartition.java,717,102,102,1,11,154,14,14,2739,249,249,3443,313,313,2035,185,185,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/PlanString.java,116,133,133,1,24,744,31,40,240,10,14,240,10,14,240,10,14,2,NO
7,tajo-client/src/main/java/org/apache/tajo/jdbc/TajoResultSet.java,201,118,118,2,33,786,23,58,389,11,28,449,13,33,329,9,23,3,NO
7,tajo-core/tajo-core-pullserver/src/main/java/org/apache/tajo/pullserver/PullServerAuxService.java,662,144,144,1,29,190,6,13,150,5,6,203,7,7,97,3,5,2,NO
7,tajo-storage/src/main/java/org/apache/tajo/storage/TextSerializerDeserializer.java,225,114,114,1,21,767,36,58,74,3,4,147,7,7,1,0,1,2,NO
7,tajo-core/src/test/java/org/apache/tajo/jdbc/TestTajoDatabaseMetaData.java,397,102,102,1,12,48,4,4,2016,168,168,3528,294,294,504,42,42,1,NO
7,tajo-catalog/tajo-catalog-common/src/test/java/tajo/catalog/TestFunctionDesc.java,123,171,171,1,17,884,52,52,17,1,1,34,2,2,0,0,0,1,NO
7,tajo-common/src/main/java/org/apache/tajo/datum/protobuf/TextUtils.java,461,130,130,1,10,20,2,2,30,3,3,40,4,4,20,2,2,1,NO
7,tajo-client/src/main/java/org/apache/tajo/client/SessionConnection.java,383,75,75,4,35,853,24,58,720,20,33,920,26,40,520,14,33,4,YES
7,tajo-common/src/test/java/org/apache/tajo/tuple/memory/TestUnSafeTupleBytesComparator.java,61,1,1,1,2,4,2,2,122,61,61,122,61,61,122,61,61,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/master/TestExecutionBlockCursor.java,136,33,33,1,2,258,129,130,5,2,3,8,4,5,2,1,1,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/master/QueryMaster.java,432,171,171,2,85,1666,19,31,748,8,19,1258,14,40,238,2,7,5,NO
7,tajo-algebra/src/main/java/org/apache/tajo/algebra/LiteralValue.java,56,140,140,1,53,1326,25,40,173,3,6,257,4,10,89,1,6,4,NO
7,tajo-common/src/main/java/org/apache/tajo/util/TUtil.java,211,144,144,2,50,807,16,30,521,10,22,560,11,22,482,9,22,4,NO
7,tajo-common/src/main/java/org/apache/tajo/util/graph/DirectedGraph.java,65,75,75,1,3,48,16,16,6,2,2,9,3,3,3,1,1,1,NO
7,tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/AbstractDBStore.java,1627,130,130,6,119,2227,18,94,1559,13,37,4368,36,307,-1250,-10,14,11,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/MergeJoinExec.java,179,171,171,1,17,1105,65,65,68,4,4,204,12,12,-68,-4,0,1,NO
7,tajo-storage/tajo-storage-common/src/main/java/org/apache/tajo/storage/TupleRange.java,103,68,0,1,10,40,4,4,0,0,0,90,9,9,-90,-9,0,1,NO
7,tajo-jdbc/src/main/java/org/apache/tajo/jdbc/TajoDatabaseMetaData.java,1206,118,118,1,35,1242,35,94,975,27,81,1872,53,156,78,2,6,3,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/json/TableMetaAdapter.java,55,144,144,1,10,90,9,9,40,4,4,120,12,12,-40,-4,0,1,NO
7,tajo-core/src/test/java/org/apache/tajo/master/TestExecutionBlockCursor.java,123,102,102,1,12,72,6,6,12,1,1,24,2,2,0,0,0,1,NO
7,tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/store/CatalogStore.java,151,144,144,1,5,145,29,29,25,5,5,440,88,88,-390,-78,0,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/query/TestDropTable.java,38,105,105,1,12,132,11,11,24,2,2,60,5,5,-12,-1,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/eval/CastEval.java,91,102,102,1,12,144,12,12,48,4,4,48,4,4,48,4,4,1,NO
7,tajo-common/src/main/java/org/apache/tajo/util/datetime/DateTimeConstants.java,659,98,98,2,10,24,2,6,172,17,18,289,28,31,55,5,10,2,NO
7,tajo-core/tajo-core-storage/src/main/java/tajo/storage/MergeScanner.java,94,166,166,1,34,1649,48,52,1802,53,82,1802,53,82,1802,53,82,2,NO
7,tajo-core/tajo-core-storage/src/main/java/tajo/storage/FileScanner.java,48,171,171,1,17,765,45,45,595,35,35,765,45,45,425,25,25,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/HashPartitioner.java,49,144,144,1,12,60,5,5,60,5,5,60,5,5,60,5,5,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/worker/Fetcher.java,259,144,144,2,48,216,4,12,792,16,37,1248,26,52,336,7,22,4,NO
7,tajo-storage/tajo-storage-hdfs/src/test/java/org/apache/tajo/HttpFileServerHandler.java,175,68,68,1,4,20,5,5,24,6,6,48,12,12,0,0,0,1,YES
7,tajo-rpc/src/main/java/org/apache/tajo/rpc/AsyncRpcServer.java,127,129,129,2,40,563,14,21,130,3,5,238,5,10,22,0,2,3,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/logical/StoreTableNode.java,152,171,171,1,17,527,31,31,799,47,47,1122,66,66,476,28,28,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/rewrite/PartitionedTableRewriter.java,361,102,102,1,11,22,2,2,33,3,3,209,19,19,-143,-13,0,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/query/TestSortQuery.java,412,33,33,2,14,216,15,50,362,25,56,473,33,56,251,17,56,3,YES
7,tajo-core/src/main/java/org/apache/tajo/master/LaunchTaskRunnersEvent.java,46,84,84,1,10,370,37,37,30,3,3,50,5,5,10,1,1,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/planner/physical/TestHashJoinExec.java,232,144,144,1,41,1737,42,94,1234,30,98,1340,32,102,1128,27,94,3,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/AlterTableDesc.java,157,105,105,1,23,379,16,27,223,9,14,382,16,19,64,2,9,2,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/HashAggregateExec.java,121,144,144,1,29,1638,56,94,420,14,24,534,18,30,306,10,18,2,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/Min.java,76,65,65,1,10,230,23,23,760,76,76,760,76,76,760,76,76,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/SelectionExec.java,71,171,171,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/exception/NoSuchFunctionException.java,36,144,144,1,12,96,8,8,120,10,10,156,13,13,84,7,7,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/eval/SimpleEvalNodeVisitor.java,172,101,101,1,11,55,5,5,33,3,3,33,3,3,33,3,3,1,NO
7,tajo-common/src/test/java/org/apache/tajo/datum/TestTimeDatum.java,131,121,121,2,14,330,23,130,98,7,8,100,7,8,96,6,8,2,NO
7,tajo-common/src/main/java/org/apache/tajo/util/TimeStampUtil.java,67,106,106,1,12,24,2,2,84,7,7,132,11,11,36,3,3,1,NO
7,tajo-core/tajo-core-backend/src/test/java/tajo/engine/plan/global/TestGlobalQueryPlanner.java,528,171,171,2,85,3366,39,65,238,2,9,459,5,15,17,0,3,5,NO
7,tajo-core/src/main/java/org/apache/tajo/webapp/QueryExecutorServlet.java,470,102,102,5,49,218,4,12,1911,39,136,2760,56,208,1062,21,64,5,YES
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/ProjectionExec.java,69,144,144,1,12,1128,94,94,12,1,1,24,2,2,0,0,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/NLJoinExec.java,106,171,171,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/PartitionMergeScanExec.java,153,102,102,1,11,176,16,16,110,10,10,110,10,10,110,10,10,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/ColPartitionStoreExec.java,130,102,102,2,24,324,13,130,112,4,8,136,5,9,88,3,7,3,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/function/builtin/SumLong.java,102,102,102,1,10,230,23,23,270,27,27,340,34,34,200,20,20,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/function/math/RoundFloat8.java,85,99,99,1,11,33,3,3,187,17,17,451,41,41,-77,-7,0,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/QueryTestCaseBase.java,458,117,117,2,48,625,13,22,792,16,29,1080,22,35,504,10,23,5,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/worker/TestTaskExecutor.java,316,33,33,1,2,258,129,130,6,3,3,9,4,5,3,1,2,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/physical/TestLeftOuterHashJoinExec.java,444,33,33,1,2,258,129,130,11,5,6,20,10,11,2,1,1,1,NO
7,tajo-common/src/main/java/org/apache/tajo/ha/HAConstants.java,28,68,68,1,9,119,13,15,9,1,1,9,1,1,9,1,1,1,YES
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/query/TestJoinOnPartitionedTables.java,343,33,33,2,6,104,17,50,26,4,5,42,7,7,10,1,3,2,YES
7,tajo-storage/tajo-storage-common/src/main/java/org/apache/tajo/storage/StorageManager.java,987,68,68,1,50,470,9,27,430,8,21,900,18,40,-40,0,13,5,YES
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/physical/AggregationExec.java,110,144,144,1,17,510,30,30,306,18,18,391,23,23,221,13,13,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/PhysicalExec.java,49,171,171,1,17,1105,65,65,51,3,3,170,10,10,-68,-4,0,1,NO
7,tajo-storage/src/main/java/org/apache/tajo/storage/RowFile.java,497,114,114,1,23,1315,57,94,83,3,6,177,7,12,-11,0,0,2,NO
7,tajo-rpc/tajo-rpc-protobuf/src/test/java/org/apache/tajo/rpc/TestAsyncRpc.java,468,55,55,1,12,232,19,26,492,41,60,600,50,72,384,32,48,2,YES
7,tajo-rpc/src/main/java/org/apache/tajo/rpc/NettyClientBase.java,132,144,144,4,89,379,4,10,1726,19,55,2604,29,88,848,9,22,8,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/eval/BasicEvalNodeVisitor.java,304,132,132,1,58,777,13,30,5377,92,280,5515,95,280,5239,90,280,4,NO
7,tajo-client/src/main/java/org/apache/tajo/cli/TajoCli.java,572,118,118,4,144,697,4,10,1719,11,66,2698,18,109,740,5,23,13,NO
7,tajo-core/tajo-core-storage/src/main/java/tajo/storage/rcfile/RCFileWrapper.java,331,171,171,2,68,1360,20,45,901,13,47,1564,23,79,238,3,15,4,NO
7,tajo-core/src/main/java/org/apache/tajo/scheduler/SimpleFifoScheduler.java,147,98,98,1,10,100,10,10,10,1,1,20,2,2,0,0,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/master/TajoMasterClientService.java,885,102,102,3,46,385,8,29,247,5,17,472,10,32,22,0,2,5,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/TestLogicalOptimizer.java,274,33,33,1,2,258,129,130,4,2,2,6,3,3,2,1,1,1,NO
7,tajo-core/tajo-core-backend/src/test/java/tajo/engine/query/TestGroupByQuery.java,89,171,171,2,34,1343,39,52,68,2,3,153,4,5,-17,0,1,2,NO
7,tajo-core/src/test/java/org/apache/tajo/engine/query/TestInsertQuery.java,587,102,102,2,73,368,5,10,3711,50,107,4777,65,201,2645,36,94,7,NO
7,tajo-plan/src/main/java/org/apache/tajo/plan/expr/FunctionEval.java,183,75,75,1,1,6,6,6,3,3,3,4,4,4,2,2,2,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/utils/TupleUtil.java,430,171,171,1,34,119,3,6,102,3,3,170,5,5,34,1,1,2,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/IntersectNode.java,45,144,144,1,12,480,40,40,12,1,1,24,2,2,0,0,0,1,NO
7,tajo-storage/src/test/java/org/apache/tajo/storage/TestTupleComparator.java,77,114,114,1,12,1128,94,94,60,5,5,120,10,10,0,0,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/engine/planner/physical/ExternalSortExec.java,924,102,102,2,13,370,28,130,21,1,2,42,3,4,0,0,0,3,YES
7,tajo-core/src/test/java/org/apache/tajo/engine/query/TestMultipleJoinTypes.java,106,46,0,1,8,56,7,7,0,0,0,8,1,1,-8,-1,0,1,NO
7,tajo-plan/src/main/java/org/apache/tajo/plan/logical/SortNode.java,118,75,75,1,4,12,3,3,4,1,1,8,2,2,0,0,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/BasicLogicalPlanVisitor.java,246,138,138,1,29,726,25,30,599,20,31,1162,40,62,36,1,3,2,NO
7,tajo-catalog/tajo-catalog-server/src/test/java/org/apache/tajo/catalog/TestLinkedMetadataManager.java,266,35,35,1,8,16,2,2,64,8,8,88,11,11,40,5,5,1,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/physical/TestHashSemiJoinExec.java,224,33,33,1,2,258,129,130,8,4,4,12,6,6,4,2,2,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/logical/SortNode.java,94,144,144,1,24,1608,67,94,24,1,1,48,2,2,0,0,0,2,NO
7,tajo-core/src/test/java/org/apache/tajo/engine/planner/physical/TestHashAntiJoinExec.java,213,102,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,YES
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/GlobalPlanner.java,493,144,144,1,85,1615,19,33,5593,65,218,9605,113,387,1581,18,49,5,NO
7,tajo-core-tests/src/test/java/org/apache/tajo/engine/planner/TestPlannerUtil.java,390,33,33,1,2,258,129,130,5,2,3,8,4,5,2,1,1,1,NO
7,tajo-core/src/test/java/org/apache/tajo/engine/planner/physical/TestRightOuterMergeJoinExec.java,528,102,0,1,10,270,27,27,0,0,0,20,2,2,-20,-2,0,1,YES
7,tajo-core/tajo-core-backend/src/test/java/tajo/worker/TaskRunnerTest.java,68,171,171,1,17,34,2,2,17,1,1,51,3,3,-17,-1,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/engine/planner/TargetListManager.java,204,140,140,1,34,714,21,33,1683,49,61,2329,68,74,1037,30,59,2,NO
7,tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/json/JsonLineSerializer.java,163,68,68,1,2,258,129,130,10,5,5,40,20,20,-20,-10,0,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/parser/QueryAnalyzer.java,1319,171,171,2,34,204,6,10,1513,44,68,2210,65,92,816,24,44,2,NO
7,tajo-core/src/test/java/org/apache/tajo/client/TestTajoClient.java,772,102,102,2,31,250,8,11,361,11,32,552,17,37,170,5,27,3,NO
7,tajo-plan/src/main/java/org/apache/tajo/plan/LogicalPlanner.java,2161,75,75,6,73,1180,16,130,689,9,32,899,12,42,479,6,22,10,NO
7,tajo-core/src/test/java/org/apache/tajo/engine/query/TestSelectNestedRecord.java,119,47,47,1,8,32,4,4,80,10,10,80,10,10,80,10,10,1,NO
7,tajo-core/tajo-core-storage/src/main/java/org/apache/tajo/storage/MergeScanner.java,152,144,144,1,12,36,3,3,408,34,34,588,49,49,228,19,19,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/planner/TestLogicalPlanner.java,944,144,144,4,70,2394,34,94,3768,53,250,4284,61,251,3252,46,249,5,NO
7,tajo-catalog/tajo-catalog-common/src/main/java/org/apache/tajo/catalog/exception/NoSuchColumnException.java,34,103,103,1,12,324,27,27,408,34,34,408,34,34,408,34,34,1,NO
7,tajo-storage/src/main/java/org/apache/tajo/storage/VTuple.java,227,114,114,1,11,154,14,14,55,5,5,55,5,5,55,5,5,1,NO
7,tajo-core/tajo-core-backend/src/main/java/tajo/engine/planner/physical/SortAggregateExec.java,99,171,171,1,17,1105,65,65,51,3,3,238,14,14,-136,-8,0,1,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/storage/TestFragment.java,120,144,144,2,34,663,19,21,221,6,9,391,11,15,51,1,3,2,NO
7,tajo-core/tajo-core-backend/src/test/java/org/apache/tajo/engine/function/TestBuiltinFunctions.java,163,144,144,2,29,143,4,7,610,21,26,746,25,34,474,16,18,2,NO
7,tajo-cluster-tests/src/test/java/org/apache/tajo/CatalogTestingUtil.java,94,31,31,1,8,24,3,3,16,2,2,16,2,2,16,2,2,1,NO
7,tajo-core/tajo-core-backend/src/main/java/org/apache/tajo/master/rm/YarnRMContainerAllocator.java,234,136,136,1,17,340,20,20,17,1,1,68,4,4,-34,-2,0,1,NO
7,tajo-core/src/main/java/org/apache/tajo/master/event/StageShuffleReportEvent.java,38,64,64,1,10,70,7,7,380,38,38,380,38,38,380,38,38,1,NO
